f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,class
9.817,9.452,17.865,15.74,6.747,3.215,1.632,11.828,15.801,13.84,-9.274,-0.422,4.256,1.163,-2.827,2.173,-2.52,-10.651,4.637,-9.274,-5.847,1.268,1.912,3.571,H,E
8.828,11.069,13.706,14.032,1.915,1.378,4.622,22.598,8.934,19.573,-6.276,-1.011,11.474,2.412,-2.324,2.676,-25.656,-14.835,7.119,-6.276,-12.895,3.406,1.446,0.456,C,I
13.354,15.803,17.715,18.401,5.947,2.18,1.084,14.661,14.996,17.975,-8.56,-0.752,1.856,0.822,-2.787,2.213,10.419,7.217,1.146,10.419,-2.458,9.242,0.352,3.306,C,G
7.375,10.76,6.764,12.712,14.944,3.143,0.541,7.509,10.241,8.829,-11.919,2.32,6.32,-0.364,-2.347,2.653,-16.972,-32.452,12.181,-11.919,-20.185,4.753,1.601,2.325,F,G
6.504,10.601,7.906,11.501,10.714,3.763,4.313,15.314,10.515,17.016,-19.715,-17.058,5.321,1.387,-12.369,-7.369,-22.087,-30.43,4.82,-19.715,-27.14,4.047,1.091,9.054,H,C
29.509,8.444,19.852,2.606,18.914,2.323,3.713,22.342,4.031,19.44,3.085,-3.586,12.593,1.809,2.043,10.994,-15.864,-18.489,0.851,-9.789,-7.561,0.665,1.131,4.606,G,D
9.543,8.827,17.197,9.916,14.446,2.939,0.804,9.426,10.671,9.045,-21.478,0.528,4.528,0.704,-5.483,-0.483,9.433,0.098,5.704,9.433,-13.159,21.476,0.515,0.558,B,E
11.855,12.555,15.176,17.865,4.565,3.341,5.367,31.564,4.903,21.123,-6.225,-17.229,8.496,1.916,-9.069,-4.069,-10.62,-9.137,0.361,-6.225,-6.977,0.13,1.665,4.746,H,F
12.109,14.611,15.682,6.241,18.003,2.115,5.619,21.972,5.155,21.136,-8.906,-4.343,10.263,2.21,-3.953,9.052,10.156,1.886,4.757,10.156,-14.672,24.742,0.438,4.528,D,C
11.663,14.017,15.89,10.17,9.455,1.31,3.477,14.203,6.535,19.879,-1.169,-1.375,6.18,1.53,-1.198,3.802,-11.941,-26.452,11.056,-1.169,-13.321,8.472,1.142,4.825,G,A
15.587,9.113,20.969,6.602,17.86,0.061,3.881,23.357,8.62,21.65,3.318,-5.864,11.453,1.832,2.159,10.044,1.346,-1.051,0.742,1.346,-14.597,12.732,0.241,4.394,C,H
6.151,12.145,8.506,5.447,15.288,1.718,3.181,6.968,11.501,8.055,2.275,-5.598,-2.112,-0.62,-2.097,2.903,-5.788,-2.748,1.06,-5.788,-24.035,15.589,0.261,2.932,C,D
14.266,8.141,12.034,14.714,1.73,3.115,3.415,24.3,7.14,21.29,-5.248,-0.509,9.26,2.043,-1.857,3.143,-28.462,-14.846,10.048,-5.248,-12.053,3.55,1.682,0.319,B,F
11.516,9.219,16.558,15.988,2.252,2.161,5.004,8.356,12.707,13.538,-5.455,-5.018,1.782,0.882,-3.788,1.212,-9.82,-16.036,3.1,-5.455,-7.575,0.618,2.241,8.16,I,D
14.127,13.221,14.19,18.371,2.696,3.061,3.417,12.182,15.093,12.757,-9.277,-4.563,3.453,0.878,-4.554,0.446,-35.443,-15.634,17.633,-9.277,-14.676,2.509,2.651,0.018,A,D
7.711,13.178,6.955,6.038,12.512,3.348,2.745,10.996,15.88,13.76,-12.111,8.432,0.675,0.613,0.152,5.152,4.221,-11.009,11.887,-11.012,-10.486,0.076,12.494,4.353,J,C
10.699,11.504,15.248,8.102,15.635,2.809,3.369,6.43,12.285,7.503,-21.458,10.348,14.348,1.204,-1.386,3.614,5.218,-7.081,8.626,-21.458,-7.577,10.344,0.913,6.457,G,J
6.657,12.289,7.213,5.332,17.46,2.54,4.162,8.66,12.268,16.678,9.255,-13.661,4.223,1.204,-3.712,4.019,-4.471,-3.975,0.07,-4.471,-14.107,5.982,0.108,4.096,B,D
8.002,12.611,7.697,18.201,2.15,3.662,5.941,15.743,7.104,20.577,-8.777,3.965,16.829,3.305,-0.876,4.124,-7.567,-4.604,1.02,-8.777,-5.179,1.365,0.864,8.35,H,B
9.62,13.12,8.188,12.643,6.891,1.232,3.435,18.768,9.775,19.871,-1.462,-4.351,13.654,2.776,-2.512,2.488,-5.338,-3.741,0.403,-5.338,-1.789,1.337,0.549,2.125,C,I
14.147,15.843,17.004,4.724,16.402,1.319,4.264,14.842,9.224,19.737,-4.92,-3.668,7.473,1.745,-1.96,6.727,-8.321,-18.191,6.202,-14.048,-10.405,1.391,2.112,0.814,D,J
23.783,8.804,21.9,12.267,11.698,2.534,4.129,6.419,12.857,6.631,2.113,-0.847,3.153,1.711,1.556,1.029,2.39,-8.475,7.162,-13.137,-10.797,0.716,3.163,8.398,J,D
24.993,9.661,20.503,12.275,15.264,1.656,5.515,15.059,5.466,20.317,10.126,-8.7,8.872,2.513,5.563,7.893,-14.031,-13.482,0.081,-2.992,-26.487,22.777,0.06,0.315,A,D
8.853,11.629,6.59,8.426,10.101,2.319,2.427,9.316,13.272,7.148,-15.861,1.725,5.725,0.547,-3.58,1.42,10.628,10.311,0.036,10.628,-7.603,15.569,0.048,4.699,B,D
9.261,12.415,8.317,17.779,2.137,3.232,3.37,19.839,7.064,20.702,-7.874,-5.72,13.804,2.801,-4.685,0.315,-13.808,-10.362,1.279,2.758,-17.882,18.755,0.261,0.243,A,E
6.915,11.363,8.615,16.036,1.51,2.668,3.575,8.142,13.402,8.743,-10.535,-15.291,-1.529,0.008,-9.339,-4.339,6.483,-10.233,13.668,-10.535,-2.923,4.2,1.804,4.427,H,A
8.988,11.675,8.484,12.785,15.233,2.053,5.543,8.98,14.134,12.165,-17.783,9.118,4.482,1.247,-0.98,4.02,10.963,-15.401,27.073,-1.242,-6.965,2.739,3.144,4.669,I,G
27.775,4.562,19.477,14.232,6.745,2.82,4.614,11.462,15.46,15.887,1.642,-3.037,4.356,2.2,-1.188,3.812,-5.195,-14.498,5.675,1.642,-1.959,1.367,2.038,8.006,I,D
29.433,8.673,19.547,6.782,13.915,0.554,4.821,28.736,9.22,19.413,5.694,-1.484,9.451,2.069,3.347,8.376,-9.419,-10.009,0.091,-9.419,-22.877,9.873,0.096,8.713,C,G
22.872,4.537,21.412,11.721,12.297,3.172,4.545,6.907,10.454,9.368,8.845,-4.212,-3.478,2.385,4.923,-0.032,6.815,9.338,0.802,6.815,-8.611,12.117,0.257,0.521,A,A
13.582,9.273,14.168,5.089,17.855,1.59,3.391,29.736,6.817,21.339,-6.4,-8.526,9.212,2.035,-2.7,8.177,6.284,-16.877,22.293,-1.536,-42.326,52.104,0.654,0.602,B,H
12.522,5.698,20.145,11.193,12.045,1.44,4.154,6.527,12.97,6.188,-3.229,-1.989,-0.743,1.48,-1.969,3.031,9.888,11.068,0.256,9.888,-13.598,22.764,0.106,6.781,C,H
9.267,8.112,16.224,16.25,6.522,0.853,4.863,20.813,7.462,20.127,-5.229,-4.265,12.092,2.515,-3.418,1.582,5.742,-1.187,3.648,5.742,-5.888,7.933,0.678,5.95,F,D
6.538,13.057,9.234,2.616,16.232,2.623,5.064,12.558,15.284,13.487,10.786,8.472,1.295,0.716,4,9,-23.333,-12.745,6.891,-5.702,-6.138,0.058,10.936,9.199,J,A
9.483,15.435,14.421,12.021,8.037,3.294,1.984,13.144,12.957,13.233,-2.061,-0.497,0.769,1.253,-1.055,3.945,-20.684,-15.539,2.334,-8.845,-10.87,0.576,2.012,0.836,D,F
29.415,4.165,20.584,16.817,3.355,1.716,5.44,30.776,6.406,19.981,-7.277,-6.489,7.867,1.623,-4.856,0.144,-6.888,-2.839,1.629,-7.277,-3.034,1.748,0.965,9.52,H,J
9.985,11.821,8.331,18.643,2.226,2.263,0.92,12.287,11.414,14.145,-10.002,9.299,4.166,1.194,1.041,6.041,-6.811,-17.181,6.679,-10.002,-8.363,0.419,3.99,2.959,I,J
7.029,11.983,6.71,9.958,15.347,2.781,2.02,19.529,9.163,20.496,-19.619,3.846,5.789,1.465,-3.636,5.324,-5.252,-12.419,3.837,-19.619,-13.098,3.331,1.073,9.297,H,H
19.634,8.566,19.851,11.375,10.132,2.904,3.256,6.429,10.007,7.66,9.258,13.917,17.917,2.426,5.129,7.178,-15.972,-9.56,3.247,2.88,-23.039,26.391,0.351,9.318,F,A
25.96,6.534,20.142,5.085,14.734,2.435,5.29,9.439,13.334,8.84,19.899,-7.708,-7.866,3.49,10.449,4.322,-29.143,-14.152,11.609,-8.372,-5.724,0.862,3.67,9.916,J,A
25.109,6.592,20.581,5.023,17.441,2.286,5.609,10.331,11.051,13.846,10.751,-15.855,3.274,2.575,5.875,3.228,7.504,-0.581,4.597,7.504,-12.661,18.11,0.504,7.207,F,I
7.45,12.051,7.792,12.181,10.225,0.787,5.449,9.207,13.969,9.217,-0.468,-10.072,-1.095,0.124,-4.647,0.353,2.544,-9.5,8.36,-0.468,-21.453,19.226,0.659,4.428,E,H
10.626,9.513,12.101,15.993,8.505,0.887,3.597,9.752,10.758,9.573,-3.439,-10.538,0.044,0.915,-5.584,-0.584,-10.538,-4.667,2.845,-10.538,-1.163,5.74,0.704,8.191,G,H
6.912,11.196,9.748,11.225,12.663,2.503,0.877,12.654,5.867,19.199,0.776,2.202,6.782,1.63,0.778,5.778,2.294,-26.216,30.446,0.776,-24.695,25.71,1.088,4.881,G,B
19.153,9.799,19.017,5.523,18.531,3.557,2.605,8.759,13.426,9.838,7.813,8.151,3.7,2.281,4.407,7.104,-8.44,-6.614,0.493,-8.44,-12.89,1.878,0.512,9.861,G,I
12.623,13.47,12.402,4.049,14.183,2.93,0.706,9.243,11.942,9.093,-1.459,3.907,6.079,1.354,1.327,6.327,-2.681,-12.228,5.9,-16.655,-17.771,0.236,5.003,2.005,H,G
6.606,11.255,9.647,15.756,12.728,2.262,5.173,27.284,7.432,19.299,-1.975,6.415,7.379,1.73,1.846,6.846,-7.199,-5.697,0.368,-7.199,-3.104,1.657,0.471,3.719,D,F
23.071,7.905,19.848,12.59,15.745,0.933,3.302,10.005,11.723,12.024,2.464,-8.696,2.079,1.746,1.732,-3.199,3.996,-8.303,8.626,-16.97,-8.851,4.627,1.365,7.651,I,E
8.069,10.479,8.081,15.122,8.073,3.889,5.606,12.314,7.858,19.274,0.79,2.114,8.16,1.86,0.745,5.745,28.649,-12.91,53.582,0.79,-15.783,13.494,1.993,0.987,D,E
12.525,8.811,12.912,10.066,5.83,2.238,5.853,9.387,8.611,14.845,-4.221,10.071,4.074,1.404,2.807,7.807,0.732,-12.165,9.263,-4.221,-1.843,0.734,3.554,2.352,H,E
24.111,4.817,20.316,6.426,17.791,2.749,3.749,19.834,8.701,20.078,8.449,-8.486,5.753,2.345,4.725,5.294,-12.749,-12.476,0.028,-0.494,-8.515,4.543,0.079,4.675,B,I
9.051,10.528,6.907,15.355,8.553,1.02,4.19,8.75,9.383,15.165,-4.369,-10.009,4.686,1.281,-5.596,-0.596,19.919,0.011,17.765,19.919,-6.065,26.49,0.819,0.348,B,G
9.034,8.997,13.657,14.333,8.994,3.053,1.787,20.033,4.187,21.974,-1.688,0.359,8.345,1.891,-0.606,4.394,5.136,-3.303,4.903,5.136,-6.005,7.438,0.812,8.838,H,D
25.225,7.139,21.277,11.92,5.732,1.405,3.467,17.918,6.683,19.793,-0.04,-4.409,6.347,1.859,-2.18,2.82,-21.892,-9.38,8.851,-0.04,-9.615,5.926,1.222,0.163,A,B
8.89,12.359,15.12,5.199,15.042,3.621,3.909,9.277,11.134,6.681,-20.243,6.925,10.925,1.113,-2.509,2.491,-21.742,-15.006,3.496,-8.476,-28.941,18.516,0.435,3.122,D,G
6.191,13.009,8.56,4.084,17.087,2.919,1.551,15.843,7.781,19.1,12.907,9.744,9.694,2.116,3.148,8.578,-2.731,-13.145,6.721,-14.37,-13.898,0.065,10.168,2.419,J,F
9.807,12.086,6.85,17.867,2.022,3.264,0.653,21.25,6.73,19.239,-7.077,3.717,7.655,1.776,-0.554,4.446,4.75,-10.531,11.947,-7.077,-1.775,2.442,2.212,0.02,A,I
15.922,9.506,15.532,8.754,15.476,1.064,5.29,9.892,11.527,16.396,-16.84,-2.061,3.591,1.239,-5.402,-0.402,2.613,0.427,0.647,2.613,-8.132,7.045,0.303,3.295,C,J
8.195,13.311,12.344,15.321,7.672,3.811,3.508,9.751,11.914,9.994,-3.052,2.657,6.657,0.979,0.011,5.011,-5.892,-13.797,4.445,-3.052,-4.477,0.34,3.614,9.679,J,F
27.971,5.466,21.886,13.202,11.914,0.422,5.085,25.908,9.569,21.816,-4.183,-5.802,6.238,2.655,-3.797,1.203,18.16,-10.665,30.952,-7.053,-12.435,2.497,3.52,2.185,H,C
23.882,6.5,20.476,7.769,13.235,1.789,3.911,8.44,12.375,8.452,6.912,-8.722,-0.601,2.191,3.956,-4.337,16.373,-8.607,24.97,-11.268,-5.828,2.538,3.137,6.539,J,H
15.289,9.871,13.351,10.026,13.67,2.753,4.847,10.884,14.521,17.057,-13.063,6.403,3.19,1.135,-0.931,4.069,-16.522,-7.528,5.395,9.4,-22.201,35.527,0.39,2.704,C,C
13.763,13.925,16.629,18.785,6.785,0.784,3.33,9.413,10.527,8.243,-11.331,-6.081,0.11,1.36,-5.7,-0.7,-30.071,-15.962,10.599,-11.331,-16.329,2.235,2.178,8.022,I,E
25.935,5.196,21.752,10.242,10.729,3.937,2.099,13.481,10.363,13.025,-1.018,0.513,4.128,2.371,-0.374,4.626,13.092,-14.869,29.571,-1.018,-15.151,10.626,1.668,8.694,I,E
14.389,6.557,20.482,10.253,12.014,1.27,5.14,27.075,6.542,19.077,-2.55,-6.752,17.396,1.774,-3.784,1.216,-6.701,-7.757,0.217,-6.701,-5.663,0.212,1.013,8.043,H,H
13.301,13.903,12.322,12.212,8.242,3.942,3.647,8.72,10.783,9.751,-0.596,3.163,7.163,0.696,0.836,5.836,6.899,-12.896,17.614,-6.176,-17.459,7.58,1.524,8.743,I,E
14.298,12.074,17.821,8.139,11.754,3.604,0.059,10.266,13.41,13.451,-16.163,2.476,1.53,1.052,-3.342,1.658,-21.778,-6.745,11.658,8.297,-22.199,33.682,0.588,2.446,D,D
15.05,7.277,21.821,11.447,11.555,2.966,2.288,6.106,10.612,6.576,9.692,0.968,4.968,2.469,5.346,1.8,-25.743,-10.819,11.53,-2.99,-18.09,11.735,0.991,8.194,H,I
15.124,12.154,15.342,13.672,12.681,0.014,5.562,23.154,9.881,20.187,-1.935,-5.275,8.651,1.942,-3.015,1.985,3.356,-3.693,3.744,3.356,-5.929,5.659,0.813,0.716,C,F
7.004,12.274,8.768,17.717,3.66,3.041,3.904,7.371,10.968,7.653,-11.376,-1.251,-4.835,0.49,-3.699,1.301,-7.445,-4.484,1.019,-11.376,-6.261,2.313,0.664,8.948,G,F
18.1,8.565,19.308,6.371,17.848,2.891,3.925,8.172,12.228,7.408,4.307,8.657,5.129,1.931,2.654,7.911,-12.256,-27.161,11.508,-13.157,-8.689,1.889,2.468,8.956,J,A
10.645,8.68,14.077,14.285,11.025,3.417,4.226,8.381,15.524,17.922,1.133,-3.532,0.472,1.047,-1.522,3.478,5.847,-0.827,3.448,5.847,-2.561,4.876,0.841,9.511,H,G
15.993,13.957,17.088,13.403,11.192,2.29,1.278,24.021,4.91,21.476,-3.879,1.949,7.411,1.735,-0.491,4.509,-19.468,-25.001,2.603,-3.879,-12.214,4.813,0.735,3.465,E,J
6.622,10.389,6.886,10.076,7.522,2.765,5.137,7.333,12.167,7.562,-2.747,-4.106,-9.302,-0.707,-2.731,2.269,-2.764,-0.941,0.492,-2.747,-0.932,0.489,1.003,8.54,H,I
26.057,8.724,19.149,10.953,11.203,3.054,1.016,24.094,9.276,21.915,-4.159,-0.024,6.252,2.59,-1.383,3.617,-24.931,-9.885,11.672,-4.159,-11.582,4.045,1.699,8.342,I,A
6.878,13.935,8.863,4.347,15.89,0.436,5.622,13.419,10.246,16.493,3.181,-1.608,3.147,1.024,-0.208,3.122,3.307,-8.646,8.265,-18.95,-34.144,11.845,0.835,6.048,G,E
25.988,8.866,20.084,17.572,4.915,2.356,5.705,11.267,8.338,17.187,-5.539,-10.073,3.752,1.905,-5.915,-0.915,-18.338,-10.882,4.072,-5.539,-13.644,4.615,0.939,0.088,A,A
15.991,4.015,19.582,10.288,10.116,3.622,1.106,14.093,12.957,15.215,14.255,7.781,2.202,2.926,7.628,2.491,-5.127,-2.155,1.025,-5.127,-7.834,0.891,1.073,4.472,G,C
9.922,12.461,7.049,10.802,14.61,2.194,2.679,15.587,11.231,14.282,-15.412,2.754,5.501,1.417,-3.039,1.961,-5.315,-27.345,20.68,-4.677,-14.571,6.224,1.823,8.752,I,G
9.057,13.987,16.954,10.381,11.268,3.512,1.523,19.178,6.387,21.553,-3.174,3.425,10.125,2.187,0.3,5.3,-19.827,-25.831,2.942,-3.174,-11.692,4.972,0.769,9.318,H,I
9.592,12.664,15.916,2.879,17.318,3.542,4.812,12.343,15.339,13.735,-1.503,4.741,5.163,1.35,1.982,6.982,-25.58,-11.735,10.303,-4.488,-7.393,0.99,3.226,8.978,J,A
8.733,10.695,7.517,18.695,2.045,3.262,5.007,16.128,8.251,20.873,-9.423,-3.113,9.728,2.121,-3.986,1.014,-9.933,-18.776,5.26,-9.423,-9.676,0.026,14.352,8.371,J,C
12.806,11.885,15.251,12.154,12.764,2.931,5.813,13.27,13.739,15.163,-4.697,4.887,2.235,1.168,0.529,5.529,-18.017,-22.639,1.987,-4.697,-13.141,4.908,0.636,1,C,J
9.631,11.527,9.67,10.83,9.184,1.065,5.609,25.273,4.222,19.943,1.492,-3.229,5.631,1.438,-1.306,3.694,1.762,-3.593,2.478,1.762,-3.702,2.555,0.985,8.968,H,J
14.248,12.671,15.113,17.969,1.748,0.444,5.776,13.728,12.053,14.617,-7.737,-2.521,4.338,1.123,-3.318,1.682,6.129,6.463,0.039,6.129,-1.504,4.218,0.096,2.046,A,I
16.979,9.481,20.257,10.435,13.5,3.531,4.652,10.618,15.289,14.992,9.834,-4.833,2.923,2.483,5.417,-0.628,2.422,-16.395,16.326,-4.585,-10.788,3.089,2.299,0.954,E,C
29.44,8.003,20.827,18.418,2.54,3.316,1.248,26.992,4.846,19.952,-6.476,3.898,5.756,1.739,-0.328,4.672,-18.354,-14.831,1.322,-6.476,-14.337,4.408,0.548,9.435,G,G
7.529,12.71,6.185,15.592,6.044,1.105,4.484,18.567,8.348,21.625,-3.758,-1.446,12.697,2.616,-1.875,3.125,19.715,6.385,9.733,19.715,-17.747,45.858,0.461,0.824,B,B
11.801,11.93,16.401,3.107,14.661,2.049,5.103,17.582,8.866,19.644,-4.616,6.036,8.094,1.849,3.591,7.245,11.569,-5.872,14.567,-25.391,-23.011,0.734,4.454,3.48,I,C
12.978,14.443,14.004,2.882,15.269,1.555,4.302,10.615,12.866,16.718,-0.853,-7.185,0.507,1.415,0.073,0.922,2.482,-4.656,3.814,2.482,-10.4,9.247,0.642,9.83,G,A
20.736,5.354,20.558,8.308,10.798,2.767,2.232,8.594,10.501,9.046,0.636,7.447,11.447,1.564,0.818,3.191,2.812,-13.248,12.872,-8.235,-8.973,0.127,10.072,4.072,J,D
10.421,8.954,16.827,10.118,5.288,2.131,2.381,6.187,13.398,6.736,0.285,10.086,14.086,0.74,3.94,8.94,11.069,2.923,4.65,11.069,-0.776,8.153,0.755,4.821,F,H
7.765,13.197,6.209,7.605,10.797,2.262,1.242,6.065,12.873,8.719,-17.356,1.778,5.778,-0.421,-3.931,1.069,-20.404,-16.003,1.847,-9.318,-24.901,12.302,0.387,8.528,F,B
6.96,11.732,9.621,14.37,5.266,2.401,1.158,8.335,12.926,9.947,-4.312,8.718,12.718,-0.424,2.221,7.221,11.615,2.101,5.869,11.615,-3.767,12.066,0.697,8.811,G,C
9.69,12.434,9.436,2.511,14.155,0.663,3.138,9.374,10.138,17.45,6.425,-1.64,4.887,1.315,0.59,4.573,-2.889,-10.712,4.376,-26.51,-15.586,7.221,0.778,4.11,F,H
6.309,10.712,8.091,2.745,16.268,3.735,2.549,6.608,10.753,6.001,2.531,3.518,3.597,0.281,0.131,5.131,0.322,0.417,0.006,0.322,-23.454,23.187,0.016,8.311,A,C
15.773,8.493,19.221,4.633,18.38,3.014,5.629,9.505,10.345,9.317,2.296,5.416,6.598,1.73,1.648,7.172,-3.327,-1.934,0.329,-3.327,-18.313,11.603,0.168,3.671,C,E
30.392,5.553,19.002,3.647,18.186,2.618,0.916,28.367,6.269,20.683,15.054,9.47,6.313,3.005,8.027,5.761,11.555,8.185,1.237,11.555,-21.551,38.095,0.18,8.46,D,H
12.81,10.307,12.708,10.438,10.033,1.595,3.539,8.555,12.56,12.26,-0.135,-4.348,5.25,0.978,-2.179,2.821,8.27,-16.687,24.936,-0.135,-17.237,14.144,1.328,0.2,B,H
8.677,13.521,6.968,16.472,2.284,2.319,2.669,12.276,9.391,15.287,-10.342,-0.557,1.751,0.792,-3.151,1.849,7.138,1.788,2.475,7.138,-6.108,9.642,0.507,8.937,F,F
18.221,8.781,21.116,4.888,16.368,1.687,3.906,15.394,14.141,12.153,19.871,-3.03,2.774,3.487,10.436,2.812,-7.949,-15.188,3.895,0.025,-13.756,10.231,0.617,9.834,G,A
10.334,11.448,14.208,14.264,1.948,2.464,5.779,7.075,13.487,6.093,-5.944,7.3,11.3,1.015,1.222,6.222,8.897,12.031,1.11,8.897,1.07,4.379,0.503,8.067,F,B
12.769,9.137,15.624,5.829,12.602,2.153,0.263,30.581,6.537,20.278,-13.55,0.544,9.04,2.007,-3.494,8.033,-7.665,-15.755,4.602,-0.404,-17.854,14.579,0.562,3.481,D,J
18.823,9.431,21.722,13.919,6.396,1.548,5.249,8.78,8.477,15.986,-1.912,-12.029,3.423,1.882,-5.823,-0.823,-8.258,-4.082,1.707,-8.258,-0.847,4.035,0.65,0.665,B,I
9.042,12.396,8.857,11.304,7.001,2.247,3.632,12.273,15.029,15.351,-4.746,-4.612,0.837,0.639,-3.441,1.559,4.079,-9.627,10.149,-4.746,-15.196,6.757,1.226,4.168,G,F
8.197,13.029,13.267,5.377,11.719,2.115,5.931,6.907,12.949,8.991,-21.165,1.089,5.089,0.686,-5.171,-0.171,7.551,-8.671,13.068,-21.165,-6.99,10.674,1.106,4.842,G,B
7.857,10.952,9.738,10.837,13.097,0.549,4.455,8.322,10.757,6.163,-15.463,-4.61,-0.743,0.106,-6.12,-1.12,-11.889,-19.244,3.99,-15.463,-21.559,3.01,1.151,8.22,H,H
9.653,13.394,17.919,3.674,14.28,1.832,3.255,26.651,9.726,20.763,-8.234,-2.006,8.236,1.873,-3.617,7.363,2.784,1.355,0.342,2.784,-21.249,23.564,0.12,0.416,A,E
10.366,13.873,14.621,11.256,10.019,2.349,4.873,6.733,12.201,6.46,-15.65,8.132,12.132,1.333,-0.858,4.142,5.967,-17.129,22.198,-1.457,-8.582,3.804,2.416,9.091,J,B
7.317,10.705,7.701,17.377,3.311,2.482,5.007,24.437,4.475,20.296,-8.866,-0.146,6.474,1.579,-2.61,2.39,10.462,-6.973,14.561,-8.866,-1.301,4.161,1.871,9.327,I,E
16.93,6.586,20.79,16.332,3.965,0.129,4.465,15.183,5.742,21.515,-10.912,-3.5,15.214,2.282,-4.52,0.48,5.375,-10.552,12.712,-10.912,-3.396,4.121,1.756,8.761,I,G
9.278,14.866,14.859,7.731,11.212,0.711,4.944,6.563,10.5,6.371,-12.155,-5.673,0.323,0.781,-5.736,-0.736,-11.505,-15.554,1.63,-3.771,-28.162,24.092,0.26,9.042,E,D
6.188,12.349,8.834,15.895,8.344,2.592,2.795,6.376,13.471,6.071,-3.048,-0.886,3.114,0.256,-1.465,3.535,-1.681,-10.243,5.011,-3.048,-2.37,0.112,6.703,8.088,J,E
26.342,9.711,19.413,9.44,11.857,3.709,2.928,15.636,10.583,16.185,0.685,10.245,1.812,1.569,0.843,5.629,-12.154,-9.872,0.689,5.952,-26.47,36.922,0.137,8.796,D,I
12.625,12.515,14.533,12.385,15.387,1.885,5.647,6.399,13.544,7.596,-12.491,-8.432,-3.563,1.368,-6.97,-1.97,-31.704,-7.106,24.399,4.82,-17.183,20.643,1.087,5.376,G,J
8.493,10.688,6.43,6.351,17.492,3.548,2.42,19.359,7.032,20.06,5.178,5.107,13.849,2.808,6.188,12.041,-8.964,-9.683,0.122,-8.964,-10.948,0.559,0.467,8.965,F,A
21.345,7.23,21.289,1.202,18.925,0.65,5.104,7.347,13.641,9.105,17.912,-1.224,-9.829,3.291,9.456,4.898,-15.209,-9.379,2.815,3.97,-9.768,10.183,0.526,0.597,B,I
24.638,9.489,20.851,16.442,1.137,3.981,4.819,22.009,7.051,20.959,-10.54,4.587,6.973,1.791,-1.057,3.943,14.935,-10.81,26.126,-10.54,-1.593,5.353,2.209,3.466,H,B
26.697,7.308,21.979,16.754,4.531,3.352,5.794,9.985,14.99,13.28,-10.207,4.349,2.631,1.52,-1.073,3.927,-16.149,-17.18,0.209,-10.207,-18.759,5.002,0.204,4.801,C,E
6.616,11.878,9.503,9.363,15.48,2.57,4.248,26.937,4.126,21.148,-18.275,-0.558,9.334,2.056,-5.134,8.279,-15.32,-23.34,4.542,-18.275,-23.892,2.663,1.306,4.261,G,J
13.531,8.235,20.064,17.286,4.054,0.253,5.574,7.041,13.37,6.083,-6.621,-2.287,-0.55,1.96,-2.942,2.058,-10.418,-13.176,0.916,-6.621,-8.457,0.497,1.357,2.728,F,I
11.073,10.201,13.831,15.172,9.507,0.36,5.014,9.946,11.369,12.922,-0.205,-8.026,1.089,0.714,-3.729,1.271,6.482,7.436,0.186,6.482,-17.066,22.854,0.09,0.943,A,C
27.502,8.467,19.758,3.92,17.642,3.601,3.026,8.868,10.728,7.18,17.822,-13.881,-0.041,3.282,9.411,0.36,-15.963,-21.424,2.552,-12.16,-8.507,1.397,1.352,8.96,I,E
23.165,7.152,21.262,10.125,5.57,3.926,0.229,27.148,6.047,19.271,-4.118,10.375,11.846,1.481,2.96,7.96,11.914,4.272,4.225,11.914,-2.12,10.514,0.634,5.735,F,C
9.902,10.52,7.838,18.608,2.667,2.419,5.442,15.383,11.094,16.332,-7.69,2.776,2.558,0.926,-1.099,3.901,-10.484,-16.134,2.686,-7.69,-9.048,0.316,2.914,0.531,D,I
25.158,4.229,19.517,14.788,8.962,2.433,0.836,6.923,12.972,7.533,-3.958,0.549,4.549,2.203,-1.094,3.906,-3.69,-1.623,0.594,-3.958,-1.763,0.65,0.956,9.927,H,G
12.289,10.935,14.581,5.692,13.21,2.479,5.541,9.466,9.81,15.76,-15.658,-5.683,0.602,1.161,-6.616,-1.616,-28.367,-10.479,15.131,-2.635,-20.003,14.477,1.022,3.64,F,E
8.927,13.384,6.793,6.897,10.477,3.206,5.496,6.714,11.596,9.51,-14.11,8.029,12.029,0.488,-0.515,4.485,-2.968,-3.684,0.121,-2.968,-8.781,2.803,0.208,0.745,A,B
9.406,11.059,7.12,15.413,5.015,2.48,2.45,8.627,12.644,7.89,-6.206,8.432,12.432,0.261,1.629,6.629,7.737,0.72,3.718,7.737,-5.175,9.28,0.633,8.701,G,E
29.019,5.828,20.681,14.963,1.385,3.444,4.49,24.373,8.967,21.564,-5.987,-3.966,5.959,1.768,-3.483,1.517,1.147,-1.135,0.689,-5.987,-4.612,0.323,1.461,3.272,G,F
15.407,5.985,19.381,14.807,9.349,3.501,4.013,6.702,11.871,6.587,-2.358,-4.396,-0.954,2.497,-2.754,2.246,7.837,4.221,1.375,7.837,-0.499,4.813,0.534,0.955,B,I
11.407,8.003,14.64,12.137,8.112,2.272,3.594,17.618,8.851,21.485,1.647,2.766,13.476,2.746,1.231,6.231,5.639,6.201,0.084,5.639,-19.979,25.933,0.057,9.71,B,H
